37997	52500	1
11896	36971	1
44058	61555	1
19684	79092	1
43528	60272	1
59420	81112	1
23291	44221	1
10000	57036	1
12344	25864	1
1245	34227	1
36053	66838	1
11685	13298	1
19417	40666	1
29383	64158	1
71680	73125	1
33546	50772	1
309	22662	1
13549	80809	1
18869	31847	1
13679	38750	1
6005	68727	1
67158	76526	1
23479	41774	1
14280	38075	1
75241	75667	1
49541	69379	1
43052	71701	1
18576	46886	1
22607	26270	1
105	33949	1
64199	64862	1
11796	53991	1
7153	35244	1
47314	54837	1
9076	66596	1
44561	75196	1
3311	70686	1
52482	79956	1
21445	48046	1
21960	24509	1
24040	38790	1
4303	23365	1
12908	24886	1
9815	65849	1
33830	69416	1
59281	68394	1
8885	34204	1
27833	77171	1
4998	47221	1
42087	57002	1
33288	49009	1
4094	62361	1
37972	66244	1
24733	76570	1
32726	61386	1
14267	76151	1
41686	48919	1
1449	28175	1
24250	75395	1
3648	3922	1
14635	17885	1
28720	71501	1
57958	71973	1
59255	61970	1
20346	67055	1
39822	81130	1
19579	64321	1
55089	72425	1
3345	76508	1
16069	30732	1
10900	62708	1
53543	67986	1
65523	78181	1
7669	11398	1
11953	80781	1
15731	44842	1
16684	30921	1
3486	33496	1
15698	40695	1
13985	41817	1
49612	62862	1
14203	39449	1
26902	43411	1
44749	48977	1
12386	70336	1
23191	49653	1
21797	79994	1
42924	47664	1
31090	76990	1
73029	73054	1
8312	38313	1
4937	67264	1
67680	68736	1
5937	13523	1
34886	67080	1
2610	22722	1
26811	31666	1
14293	67485	1
61373	64118	1
15222	46163	1
36123	75402	1
35775	36726	1
672	78571	1
19280	51962	1
4860	52494	1
29011	68470	1
62099	73504	1
24083	67671	1
6863	17445	1
13990	37850	1
8083	33886	1
1117	63516	1
41605	69349	1
28781	72184	1
2151	14881	1
39706	48983	1
22399	35049	1
48680	77365	1
10488	32762	1
25446	74997	1
9220	48665	1
1440	5124	1
13729	60221	1
59733	64722	1
8059	49116	1
7400	56442	1
2246	61417	1
53357	60098	1
618	76228	1
40876	63246	1
1113	36305	1
11375	63043	1
31295	61651	1
427	7004	1
22712	23673	1
11633	42165	1
9740	47728	1
15801	72111	1
21799	59831	1
28586	50526	1
5545	74011	1
9883	37313	1
2069	65853	1
7913	19159	1
4804	77242	1
4167	15237	1
17189	68271	1
37094	46669	1
53853	73400	1
23385	54127	1
18552	69973	1
58742	76419	1
1862	19684	1
34909	79932	1
2863	27789	1
34911	51335	1
33222	77163	1
5037	45369	1
3929	30360	1
69238	75308	1
51812	62961	1
10998	15728	1
3632	51105	1
22836	62877	1
18896	62849	1
8647	18021	1
14411	51950	1
58314	76026	1
36246	36971	1
24994	27781	1
39051	60467	1
35699	60094	1
19662	24939	1
6272	77974	1
53243	73377	1
56945	58310	1
11335	53653	1
15102	40981	1
9069	43622	1
12140	46699	1
59404	79223	1
60388	74495	1
50632	62011	1
27815	31721	1
50117	68457	1
3773	67420	1
17247	46013	1
62617	68031	1
9610	28999	1
40894	78868	1
14231	53579	1
26905	30373	1
2217	9724	1
14541	72283	1
16974	60571	1
22903	53454	1
7639	50950	1
44668	48268	1
24500	47246	1
32365	61633	1
37792	68437	1
56713	74735	1
6821	70758	1
30543	56532	1
2136	37912	1
55540	57988	1
14909	59269	1
33228	72598	1
70261	74643	1
56810	65028	1
12080	47935	1
5382	81254	1
19981	52377	1
12926	30903	1
10646	79248	1
36588	53811	1
16257	17203	1
51409	59577	1
8934	29366	1
57328	69959	1
7970	10010	1
40919	63762	1
2653	50406	1
24139	41284	1
895	16873	1
42583	46449	1
1435	13653	1
9250	45864	1
40482	54143	1
35223	61341	1
24561	67275	1
1576	66750	1
60873	66384	1
40568	63566	1
19522	54339	1
46345	49695	1
14184	18587	1
28128	40631	1
31697	54084	1
17025	29304	1
10162	64355	1
59172	66473	1
5567	76712	1
54348	65088	1
35378	38203	1
34806	67045	1
42063	58282	1
30066	49385	1
7270	75665	1
59817	70648	1
21954	42011	1
1935	44218	1
52052	54352	1
47343	61777	1
43430	48645	1
32279	48658	1
8200	42562	1
26395	59438	1
61288	78668	1
9454	52295	1
9041	24254	1
19078	24791	1
5026	39290	1
30779	69057	1
26899	56349	1
19834	69155	1
15122	76209	1
9297	20674	1
49811	64522	1
30347	62316	1
19776	37820	1
21447	31328	1
6839	28714	1
68462	74110	1
29585	46730	1
4870	57483	1
37159	75014	1
64333	76954	1
2419	76130	1
31942	57434	1
6787	60238	1
35624	80931	1
11744	29685	1
33309	48285	1
41501	72861	1
45930	63466	1
35840	48814	1
21276	50676	1
25926	37346	1
38910	74911	1
25892	69974	1
44729	63670	1
23493	48132	1
48126	58752	1
64943	70146	1
44591	64057	1
9690	56576	1
340	79188	1
20503	29320	1
29831	70411	1
45775	73358	1
37691	57257	1
7106	70011	1
49695	71807	1
47468	57577	1
1644	74780	1
15043	19288	1
22982	72164	1
5145	15286	1
21879	65802	1
35828	56888	1
31152	74723	1
10582	29050	1
33834	73165	1
38005	46269	1
2148	24795	1
11311	36412	1
55539	67639	1
23019	77222	1
63097	72637	1
5908	44279	1
5942	68244	1
45263	46619	1
2674	55286	1
25215	43783	1
17403	69138	1
30640	69123	1
39942	54847	1
30181	80952	1
1847	53934	1
53726	54474	1
3289	32846	1
1673	36145	1
12607	43074	1
62269	70787	1
61940	68723	1
24426	24896	1
21459	71018	1
11665	64336	1
10070	14923	1
53951	59359	1
23028	26445	1
8429	50935	1
37227	76356	1
9207	30672	1
29545	62998	1
552	63604	1
46237	66006	1
46798	77900	1
14154	39758	1
64805	74330	1
15422	52880	1
26726	68823	1
19026	50163	1
13042	32136	1
12155	44233	1
11475	69803	1
8220	25362	1
30231	54270	1
15282	26848	1
24037	28351	1
10808	10962	1
7431	53242	1
16504	45948	1
1089	42458	1
32876	79161	1
22654	68648	1
1064	4426	1
9293	62203	1
2712	68440	1
9898	49633	1
13180	54925	1
44941	69483	1
65226	76766	1
38224	43689	1
7424	57549	1
34263	78089	1
26238	51947	1
3232	18960	1
18526	27806	1
51737	59829	1
13025	19361	1
10812	41619	1
60179	81279	1
16808	53006	1
14515	76988	1
35386	60061	1
48344	49776	1
39655	74599	1
15730	29281	1
15878	23154	1
18437	33930	1
17931	67518	1
11797	50753	1
5193	36520	1
53660	58697	1
41772	66406	1
13302	39410	1
26918	72215	1
3390	9439	1
35318	69853	1
25206	79197	1
119	32626	1
2765	27873	1
7813	63300	1
1412	79836	1
39144	51565	1
63580	81329	1
2930	42594	1
9288	52726	1
23752	40203	1
12554	33363	1
32206	66822	1
9187	50888	1
26342	38178	1
14245	30383	1
22655	31736	1
3098	25255	1
54209	79978	1
55086	60322	1
22907	48156	1
15043	69280	1
6915	15159	1
552	30454	1
37728	52280	1
9310	32983	1
9144	73114	1
17074	36270	1
49414	50753	1
27010	50957	1
26433	34035	1
45445	51706	1
63372	79595	1
11427	65725	1
43444	44708	1
41503	49792	1
5160	37594	1
3286	73301	1
16118	21182	1
39229	59377	1
21311	40445	1
33954	79635	1
67338	74577	1
20404	64843	1
16706	66144	1
48648	74866	1
57604	76280	1
38923	59722	1
6597	74349	1
23425	66020	1
34413	49222	1
5474	33804	1
17809	24367	1
12410	68623	1
41227	70890	1
2486	45378	1
40854	43746	1
2025	54037	1
51630	52743	1
22469	46900	1
27615	60440	1
9094	41752	1
13042	50185	1
22576	77657	1
21162	58304	1
46776	59091	1
21148	63569	1
15234	17087	1
57573	58769	1
4930	53269	1
11918	54873	1
3860	71710	1
23057	80831	1
1115	67920	1
41004	53279	1
34446	60922	1
1507	9737	1
51817	69489	1
41886	61829	1
2818	28879	1
26604	57084	1
39269	60477	1
27999	60778	1
38556	75763	1
53191	56628	1
3522	81104	1
3906	34640	1
16800	48602	1
67366	78571	1
30483	33319	1
1859	67550	1
34896	54556	1
1985	54898	1
26867	39789	1
38053	76054	1
40983	41401	1
10234	14616	1
60767	67883	1
31535	42964	1
39555	76116	1
4435	8923	1
43406	57133	1
15878	68862	1
72801	77618	1
5461	55166	1
59620	75767	1
40627	48633	1
15456	76876	1
26814	40062	1
9378	17519	1
2769	48827	1
35008	78877	1
62993	71794	1
25785	80957	1
6015	51164	1
75029	79279	1
27941	71818	1
60223	62756	1
24067	34858	1
43923	58990	1
59607	68457	1
24713	45898	1
21329	78681	1
45291	74293	1
44143	76204	1
12391	19503	1
17989	69061	1
41146	44890	1
70364	76555	1
30566	55466	1
2583	78968	1
35390	35981	1
8754	58314	1
48662	55202	1
11880	66497	1
53760	76494	1
14722	79742	1
21585	78974	1
11102	69995	1
24455	50724	1
20085	72233	1
471	70261	1
35482	57296	1
14460	81319	1
45410	47354	1
1423	73548	1
60397	72183	1
31743	72841	1
8176	42718	1
16929	19632	1
40054	78031	1
15675	79763	1
886	45488	1
13920	76426	1
21482	24118	1
1143	69869	1
22474	26469	1
19902	44515	1
23764	42753	1
50501	77071	1
1318	48888	1
58471	77695	1
34915	57821	1
25082	56849	1
43587	66375	1
65135	77071	1
31106	57553	1
26187	58736	1
33646	79644	1
57931	67719	1
58055	65717	1
28884	56313	1
38030	48336	1
379	10036	1
2425	76946	1
15435	42207	1
33351	71207	1
4827	48592	1
39370	47989	1
9075	62210	1
53009	61494	1
25484	30218	1
8129	18731	1
15097	40151	1
18655	28107	1
56169	60736	1
22041	55947	1
1310	72416	1
12773	70705	1
14029	67610	1
33924	38007	1
55197	75853	1
15772	18171	1
30246	70636	1
4473	15779	1
29782	49823	1
32791	67603	1
45807	71510	1
66956	71764	1
57672	68663	1
46570	70867	1
27940	76379	1
64268	75283	1
43997	73228	1
62580	63955	1
46285	57055	1
4398	32726	1
28831	30332	1
36576	36629	1
34310	47366	1
3959	4157	1
22641	41182	1
31687	38674	1
23418	60552	1
37402	74820	1
50221	59251	1
31733	46822	1
49227	77177	1
12759	80152	1
34422	37920	1
22440	33530	1
33880	62599	1
71127	79953	1
30422	72442	1
25120	63021	1
57020	58774	1
43097	65255	1
10865	54178	1
63265	70117	1
16526	43744	1
18638	70549	1
3960	44343	1
65211	72706	1
20397	49588	1
7231	65672	1
32452	40745	1
2563	25194	1
2357	65762	1
5629	15882	1
6207	75759	1
18257	50302	1
29415	41849	1
21444	35962	1
53842	56646	1
22570	65441	1
16043	46456	1
7206	78700	1
37408	45219	1
47354	63692	1
59277	68684	1
33881	38609	1
28128	45913	1
26609	78666	1
7644	70025	1
65287	71768	1
19924	54219	1
62149	80175	1
21515	42049	1
10258	31155	1
73999	75886	1
20935	40630	1
14261	28434	1
11223	15783	1
41636	68522	1
3376	22661	1
11443	71654	1
38814	39758	1
51628	60416	1
8567	70077	1
30704	61341	1
5026	75444	1
12260	72836	1
21586	56103	1
6610	70311	1
39954	51113	1
21651	54166	1
27923	78826	1
26818	68347	1
42141	60901	1
11155	78837	1
5647	10306	1
534	39963	1
37375	68819	1
18809	60492	1
35645	65536	1
5787	56049	1
42826	59002	1
24501	35019	1
19320	45782	1
3914	11743	1
16927	62780	1
18175	29798	1
28465	42739	1
28306	76023	1
49477	76844	1
16167	38221	1
16660	32212	1
55361	77073	1
73364	76350	1
14908	48919	1
29255	51966	1
14568	32563	1
27362	52280	1
7410	70369	1
48093	79868	1
77575	78093	1
4487	11917	1
33396	62621	1
50626	65047	1
14467	26258	1
37778	59622	1
8247	40053	1
10625	23206	1
7913	66215	1
41835	52106	1
7268	31100	1
46567	46863	1
15201	38263	1
32453	67979	1
32703	67631	1
18240	35084	1
9819	32260	1
27340	77707	1
22072	71308	1
17897	58468	1
49454	64511	1
43756	81243	1
19034	44393	1
30670	59759	1
5793	29180	1
3563	65394	1
51718	78650	1
25952	75671	1
24435	39742	1
48620	57359	1
48143	48546	1
3674	11543	1
35036	54268	1
29167	59647	1
40666	58396	1
11145	65015	1
69008	77364	1
36980	56274	1
13183	67619	1
24102	46053	1
21299	29651	1
30671	52119	1
1842	2072	1
1903	36960	1
4857	39078	1
24446	70237	1
61400	77359	1
24282	45315	1
2929	11000	1
12562	54718	1
27714	58267	1
57975	67975	1
31610	70159	1
2927	4748	1
53945	64445	1
62463	74311	1
19025	62121	1
25347	61517	1
15919	56308	1
63798	78138	1
26831	65899	1
14	46241	1
25733	69814	1
13613	27582	1
7928	73248	1
6850	61198	1
7080	72400	1
16239	74682	1
23692	35171	1
21421	57494	1
2787	41656	1
27631	75663	1
30361	53340	1
73485	73603	1
29815	50461	1
12726	65712	1
59290	73480	1
51787	59834	1
48444	75905	1
5820	77646	1
64766	73567	1
18925	80531	1
12915	20707	1
13628	48441	1
4795	31484	1
23822	59581	1
64563	74088	1
70560	73718	1
29247	59261	1
30523	38363	1
26628	57544	1
15855	49908	1
2589	17557	1
38037	64542	1
5961	63211	1
38719	77209	1
23958	38027	1
22212	69835	1
26999	34137	1
52726	60373	1
5656	25673	1
16553	65799	1
7272	67085	1
36910	45424	1
13179	62062	1
32125	41097	1
45941	80983	1
56293	72690	1
18171	52486	1
75858	77818	1
326	44258	1
11178	23008	1
15438	61492	1
28946	52597	1
46897	64530	1
44373	60442	1
25727	72594	1
3381	72183	1
19022	34471	1
884	37537	1
22004	52513	1
20412	79682	1
35137	75431	1
6987	24531	1
35120	55527	1
31745	67423	1
15252	78551	1
4974	78271	1
44445	58845	1
26736	48485	1
8193	25911	1
69011	73530	1
28880	45192	1
67721	75363	1
36377	57836	1
34685	48320	1
28704	28779	1
26144	31114	1
11710	24144	1
33818	74314	1
18060	57994	1
53421	58548	1
26844	61747	1
43263	51740	1
36038	81362	1
25852	26769	1
21120	30010	1
24956	48810	1
12122	16931	1
42753	78801	1
20143	29857	1
14085	25593	1
22023	40016	1
15168	33663	1
48603	57532	1
20878	79702	1
37074	76768	1
987	52622	1
8603	52882	1
23022	35570	1
25538	36276	1
8126	54472	1
46263	71138	1
3462	73909	1
13421	65937	1
16758	37385	1
23505	70552	1
7344	31232	1
21520	26070	1
11151	31369	1
9749	57479	1
48684	48867	1
72310	79032	1
7126	51958	1
42756	79685	1
360	62721	1
6889	30658	1
15928	68730	1
37945	71675	1
61153	69737	1
45613	47603	1
32893	53743	1
9367	21127	1
29892	44096	1
25910	61364	1
212	36759	1
34378	52062	1
29835	75307	1
34463	68457	1
27570	27919	1
74774	80460	1
29056	48205	1
38273	42382	1
26301	42808	1
14340	44568	1
10956	74155	1
8092	52716	1
32967	34056	1
33798	33872	1
229	73032	1
27162	27247	1
17011	35231	1
5062	33673	1
18229	33231	1
100	8636	1
4946	61283	1
8722	45175	1
17851	55599	1
22232	31141	1
3356	50760	1
41267	62105	1
36135	55423	1
34693	69781	1
52992	75210	1
43348	59122	1
11027	17044	1
28515	80911	1
20029	53724	1
3368	57090	1
8979	77222	1
58697	64372	1
47502	55460	1
15550	35728	1
46044	74092	1
4941	43266	1
51730	53804	1
52751	66743	1
25893	49067	1
12752	34377	1
3914	67085	1
35243	41449	1
13256	32917	1
23976	75850	1
39796	73856	1
31106	74848	1
4289	70245	1
42773	58725	1
10599	61439	1
37616	76531	1
31095	46648	1
46578	64801	1
37727	47260	1
3576	46046	1
77436	77906	1
39085	75502	1
38664	61675	1
62925	69679	1
59627	78326	1
30280	80671	1
35530	67214	1
8941	77106	1
43553	46570	1
30777	38306	1
19279	49594	1
10366	53723	1
3378	36768	1
48596	75395	1
7555	55949	1
34340	66088	1
5950	42228	1
42313	44310	1
2982	10207	1
38295	56922	1
24452	51576	1
8859	75454	1
4845	9150	1
48952	62593	1
9523	33972	1
17639	64087	1
42179	62862	1
15363	56654	1
8333	66912	1
32104	76879	1
34045	45724	1
1712	25611	1
55603	74921	1
39630	67454	1
29047	35964	1
31358	78071	1
53487	67296	1
50307	58463	1
54503	73925	1
1311	4994	1
24495	38249	1
65943	70764	1
738	8453	1
24993	77343	1
35561	65229	1
25650	71158	1
12935	26336	1
3515	51150	1
14429	53352	1
6263	39644	1
9833	32803	1
33170	57454	1
30770	67342	1
24417	36979	1
69268	70642	1
25616	29293	1
29968	52300	1
32647	41059	1
580	48679	1
44824	80307	1
55724	70452	1
18295	63071	1
46651	78830	1
5628	30699	1
13996	24014	1
1620	31234	1
6664	20746	1
15143	44423	1
9686	31337	1
59448	70179	1
26053	55354	1
2500	22915	1
40713	56319	1
3289	37846	1
15011	50072	1
54890	71807	1
55911	56878	1
44057	76531	1
26129	30782	1
765	47650	1
38839	50624	1
9570	50585	1
779	80661	1
8236	50749	1
30805	38859	1
35033	65071	1
24105	45523	1
24700	28344	1
17917	66214	1
14082	71891	1
54428	59281	1
5802	62667	1
11625	31054	1
30539	55723	1
7443	9744	1
10746	23421	1
59787	72060	1
17711	34336	1
15681	65188	1
26831	78731	1
26063	66803	1
3060	26148	1
63496	80110	1
56706	63261	1
30634	55595	1
357	77520	1
17722	57693	1
41046	42257	1
37990	51703	1
43437	48989	1
441	80404	1
31346	56735	1
45910	47232	1
32458	79970	1
29247	71740	1
50406	74386	1
35365	40863	1
1950	50688	1
66530	74374	1
4963	52365	1
38943	54661	1
41288	65598	1
48159	54678	1
21716	79975	1
61589	70123	1
48636	60039	1
19974	38034	1
62820	81363	1
3051	41475	1
5995	76931	1
37163	64186	1
17869	47196	1
3386	16718	1
47386	74267	1
8036	76562	1
72329	78933	1
585	56213	1
28185	63719	1
1248	28011	1
5619	26476	1
8227	27155	1
180	50162	1
24602	53741	1
765	47311	1
39545	61591	1
1378	9498	1
3101	10321	1
23006	24449	1
14099	51369	1
22598	38696	1
66544	77919	1
36686	68793	1
40233	53672	1
60069	79800	1
47450	76738	1
3872	16999	1
10877	61216	1
29730	51574	1
68758	70696	1
16953	20756	1
35002	77578	1
2745	43266	1
16284	73915	1
10291	34634	1
47313	69275	1
73849	74467	1
9448	78821	1
12420	72039	1
4475	31289	1
22862	77147	1
29409	68584	1
19979	23892	1
62949	73050	1
19984	42895	1
9402	21043	1
136	8314	1
44289	59234	1
33344	64982	1
43868	49796	1
20630	41496	1
35236	49350	1
2001	32617	1
51304	61538	1
18066	39342	1
66687	73029	1
4320	70759	1
57411	79893	1
16367	54278	1
16161	57971	1
4487	15391	1
34147	67175	1
13079	49048	1
28953	43735	1
24085	28825	1
12018	41366	1
35236	35430	1
19440	69226	1
54091	68101	1
36453	65995	1
23378	38756	1
22456	58180	1
2557	27235	1
28533	68870	1
15648	25224	1
25406	78183	1
22698	59676	1
30753	72916	1
4226	13882	1
48266	53250	1
2841	74090	1
42964	80927	1
47227	63308	1
33084	55286	1
3601	74649	1
19674	34033	1
11584	47434	1
16023	26764	1
19641	49238	1
65431	67568	1
59223	77482	1
33357	59748	1
14635	38556	1
24663	35555	1
29312	29835	1
1330	67645	1
45037	63101	1
2682	10791	1
35978	42646	1
45623	65363	1
35782	74194	1
61571	77484	1
26022	42952	1
7260	59505	1
107	41224	1
8315	25912	1
17366	26412	1
10644	67073	1
15853	59269	1
11869	16971	1
50272	59498	1
32638	36638	1
66865	69585	1
12513	39231	1
1342	8635	1
5585	24485	1
19695	64283	1
737	44120	1
26412	60737	1
49931	74181	1
64436	69877	1
48239	79508	1
4408	71214	1
6422	71204	1
59112	65555	1
31032	34915	1
11151	47684	1
6016	20643	1
34513	43835	1
36392	62618	1
13465	59703	1
3068	44037	1
37094	63588	1
49010	66358	1
4065	78617	1
17320	28225	1
41914	67872	1
58632	60769	1
12576	24498	1
5963	70013	1
35725	36530	1
10214	14894	1
33526	62562	1
36120	49373	1
72644	80585	1
6223	13795	1
15326	43138	1
39722	40719	1
16172	29003	1
23932	33120	1
26081	39015	1
22212	67554	1
7368	73296	1
26264	62388	1
71201	71544	1
11150	48465	1
41503	51111	1
44295	62778	1
3504	15657	1
28414	40244	1
24463	41598	1
38286	39463	1
26856	77642	1
58436	74073	1
6954	49786	1
14733	37481	1
5323	5926	1
5034	78283	1
22180	30222	1
42259	57934	1
48077	76635	1
31916	71288	1
12246	13072	1
33853	41346	1
44656	58894	1
14286	17257	1
7408	13170	1
59172	59275	1
4178	49922	1
3246	50532	1
5758	62376	1
19714	31489	1
19754	69496	1
14434	49600	1
13122	64086	1
19002	69509	1
28180	37640	1
12233	29727	1
14816	62184	1
50097	80690	1
15464	33390	1
748	9402	1
17671	26957	1
4257	17551	1
13609	47562	1
49310	60933	1
9420	33641	1
26159	64176	1
14873	45334	1
27040	79388	1
13044	80688	1
19040	65281	1
12318	49882	1
46953	60885	1
36350	59394	1
47720	65568	1
25274	63932	1
19297	56200	1
30828	49796	1
32317	32780	1
44593	62521	1
23553	46460	1
34039	41914	1
9181	27917	1
15198	26064	1
26739	62282	1
16682	67412	1
20479	70698	1
30608	40197	1
23393	60726	1
50810	76342	1
22371	65652	1
22278	79636	1
7294	33872	1
61065	71780	1
1963	25365	1
46925	68520	1
58548	68774	1
42567	67126	1
34267	48456	1
9677	43498	1
72134	79923	1
16741	61386	1
26672	28703	1
79141	79147	1
7432	28257	1
33600	62420	1
7050	14951	1
63599	76629	1
68620	68838	1
8417	81224	1
16554	62778	1
44112	58702	1
3232	49794	1
17991	43970	1
40554	46268	1
3202	23111	1
123	29207	1
15687	70638	1
10975	27655	1
40455	54362	1
20600	38684	1
43060	66357	1
56670	69667	1
8559	72729	1
28425	58825	1
5802	77455	1
60009	60816	1
17935	73767	1
26552	31735	1
31359	36567	1
63275	80377	1
7645	72166	1
25085	76189	1
77040	80799	1
46943	57650	1
33198	45829	1
7956	28770	1
39269	69196	1
25337	32997	1
5158	32479	1
5826	57684	1
10455	58646	1
23304	78684	1
1597	13210	1
10600	12695	1
45439	61715	1
52041	63817	1
543	66892	1
21669	23796	1
33455	68296	1
40717	43485	1
28832	30185	1
12294	71952	1
74787	78907	1
19608	40778	1
14244	35370	1
43574	64212	1
38935	42366	1
27747	66753	1
29947	78919	1
44226	45014	1
48964	66134	1
12440	69175	1
5782	24060	1
4459	22162	1
15930	25645	1
52398	81032	1
23167	74273	1
9016	15006	1
8698	51799	1
39638	58799	1
17298	64890	1
45792	63780	1
19258	37392	1
67821	70825	1
377	14613	1
15174	44396	1
29976	50954	1
2242	22641	1
73753	79945	1
413	8358	1
14662	77515	1
2857	6037	1
18032	57096	1
47521	76507	1
25181	68683	1
32600	35427	1
13438	65535	1
21456	74970	1
10758	73517	1
47181	69128	1
17859	59281	1
33302	52222	1
30734	71292	1
46525	49884	1
11647	50909	1
6833	42567	1
14372	62597	1
70564	79963	1
6066	62589	1
43581	78167	1
47382	58514	1
44807	77567	1
21515	68718	1
3167	42296	1
2877	77826	1
55164	59598	1
24886	38503	1
42444	57116	1
52818	73664	1
4750	41617	1
2065	73096	1
9636	70857	1
58548	74614	1
32861	62568	1
29350	64583	1
6840	27368	1
27981	60985	1
67504	73667	1
59784	70016	1
13387	73663	1
12999	35845	1
1768	3101	1
7215	56168	1
2741	30917	1
26405	49399	1
24267	33543	1
7377	12147	1
51185	75819	1
26532	33892	1
1944	50393	1
45597	80150	1
15366	30233	1
50403	74972	1
42790	71639	1
69633	69660	1
9452	46782	1
46379	70552	1
49515	73652	1
12565	65259	1
39235	77361	1
57755	78955	1
5115	34564	1
6142	29517	1
296	39652	1
6486	37315	1
28634	56751	1
43924	66807	1
3005	20550	1
4043	5188	1
7854	47007	1
4868	9149	1
508	51698	1
28737	50555	1
17400	80325	1
27736	71139	1
4823	37621	1
4674	44205	1
49917	57453	1
23360	69631	1
49703	73131	1
39861	51084	1
22303	30997	1
18851	48506	1
25921	53153	1
7411	71447	1
3681	48098	1
45536	69365	1
45422	65950	1
38176	47822	1
31263	33477	1
66168	78821	1
25523	42436	1
3130	45065	1
8852	57332	1
28558	49627	1
42705	79331	1
