31257	computer vision
6272	multi-agent systems
233	support vector machines
57291	data mining
14783	source separation
3642	supervised learning
80035	data mining
28505	data mining
13821	support vector machines
60272	genetic algorithms
40316	image segmentation
47862	biometrics
67408	image segmentation
80734	natural language processing
10410	association rules
80736	natural language processing
11938	object detection
17327	support vector machines
43195	motion capture
14362	genetic algorithms
17956	reinforcement learning
63106	machine learning
29242	image segmentation
5565	data mining
18407	geographic information systems
14484	image segmentation
57167	genetic algorithms
59645	genetic algorithms
4110	description logics
13608	data mining
50639	motion capture
74231	multi-task learning
54811	speech recognition
60660	data mining
36142	anomaly detection
15621	object detection
21502	image segmentation
43636	factor analysis
66743	computer vision
18222	hyperspectral imaging
71176	genetic algorithms
10766	ranking
62919	information retrieval
36988	data mining
44395	biometrics
80503	speech recognition
51445	computer vision
33786	information retrieval
73260	neural networks
5322	speech recognition
23088	data mining
6403	image segmentation
18966	cluster analysis
71391	anomaly detection
17003	machine translation
64884	gaussian processes
3340	multi-agent systems
78733	image segmentation
68624	object recognition
62974	reinforcement learning
27078	clustering
55883	recommender system
6507	image segmentation
1049	association rules
47055	machine learning
28455	personalization
14745	object recognition
76804	machine learning
38210	geographic information systems
23999	source separation
42611	data mining
61864	image segmentation
55275	location based services
52358	motion capture
38650	speech recognition
81233	information extraction
65790	image segmentation
75814	reconstruction
49888	data warehouses
58385	supervised learning
71647	collaborative filtering
11081	image segmentation
14312	machine learning
51588	genetic algorithms
50815	geographic information systems
62216	object recognition
23070	machine learning
56317	data mining
72866	speech recognition
72045	collaborative filtering
8718	support vector machines
2020	enterprise resource planning
32079	supervised learning
31834	computer vision
71786	natural language processing
22081	data mining
80349	data mining
51710	source separation
12580	sensor networks
15175	computer vision
71294	reinforcement learning
46657	neural networks
17255	data mining
48694	data mining
5506	support vector machines
71034	artificial intelligence
46975	collaborative filtering
7393	evolutionary robotics
32640	open source software
40884	tracking
6763	genetic algorithms
78785	support vector machines
75044	data mining
77147	data mining
42059	data mining
50922	image segmentation
46276	data mining
36473	genetic programming
8018	image segmentation
60595	computer vision
77128	object detection
63523	genetic algorithms
10692	image segmentation
8204	stochastic games
4604	neural networks
63425	dictionaries
17737	machine learning
56731	data mining
25491	computer vision
7958	temporal reasoning
65883	object recognition
3208	information extraction
38509	data centers
59161	dictionaries
43370	computer vision
54482	object detection
72011	genetic algorithms
22792	recommender system
57911	computer vision
52648	speech recognition
43179	computer vision
180	genetic algorithms
34318	reinforcement learning
25072	support vector machines
81159	genetic algorithms
51701	image segmentation
38369	multi-agent systems
50546	description logics
49989	data mining
58736	information retrieval
43596	computer vision
66659	data mining
60511	computer vision
25674	object recognition
67037	canonical correlation analysis
12210	data mining
64029	information retrieval
70315	natural language processing
64040	question answering
26555	reinforcement learning
52361	image segmentation
40260	anomaly detection
66135	neural networks
78534	genetic algorithms
78812	genetic algorithms
19799	support vector machines
60656	decision support systems
64345	genetic algorithms
39495	biometrics
76161	data centers
17565	enterprise search
67454	genetic algorithms
47512	image segmentation
72546	object detection
18945	gaussian processes
12782	geographic information systems
3	support vector machines
19341	machine learning
18818	geographic information systems
58244	sensor networks
47035	neural networks
18377	machine learning
44498	data mining
19335	information retrieval
60865	object detection
54866	recommender system
65036	object detection
59742	biometrics
58159	object detection
11855	data mining
68113	motion capture
45524	data mining
16131	sensor networks
74056	location based services
3091	principal component analysis
71500	enterprise information systems
51221	image segmentation
41852	matching
40577	genetic algorithms
19723	ontologies
14157	image segmentation
26127	clustering
71404	computer vision
24429	information extraction
38920	clustering
59511	data mining
63539	reinforcement learning
4911	matching
20828	support vector machines
66958	image segmentation
79438	ontologies
77519	speech recognition
55550	ontologies
81201	data mining
62472	ontologies
33227	supervised learning
28083	reinforcement learning
35665	data mining
48412	information retrieval
10268	genetic programming
44990	speech recognition
32059	clustering
68254	multi-agent systems
60383	image segmentation
13238	computer vision
57881	data mining
24281	tracking
32381	computer vision
19642	computer vision
62322	image segmentation
21587	natural language processing
74533	multi-agent systems
25420	tracking
26502	information retrieval
77535	decision support systems
49998	genetic algorithms
18921	hyperspectral imaging
43298	information retrieval
30821	computer vision
1657	support vector machines
35759	image segmentation
14352	recommender system
20509	recommender system
66994	data mining
35280	genetic algorithms
56940	description logics
51760	machine learning
17860	data mining
79093	image segmentation
45280	data mining
37512	computational photography
35863	machine learning
27933	data mining
21630	speech recognition
68708	data mining
43162	question answering
9065	genetic algorithms
59254	personalization
77545	image segmentation
12430	data mining
45903	natural language processing
63003	data mining
67728	sensor networks
4839	image segmentation
16472	information extraction
62493	sensor networks
77969	computer vision
78015	computer vision
21676	computer vision
47182	image segmentation
71105	genetic algorithms
29345	speech recognition
76284	factor analysis
76678	data centers
58067	reinforcement learning
27099	genetic algorithms
79501	decision support systems
15670	clustering
61267	object recognition
25879	data mining
66842	multi-agent systems
67602	support vector machines
51680	image segmentation
61662	data mining
5212	genetic algorithms
68241	image segmentation
59976	image segmentation
57657	information extraction
35590	object detection
66386	data mining
81225	machine learning
34456	machine translation
25965	support vector machines
47226	biometrics
65500	machine learning
29428	genetic algorithms
32284	information retrieval
39956	collaborative filtering
22850	natural language processing
61266	computer vision
18527	information retrieval
80600	motion capture
3254	recommender system
61008	information retrieval
20365	speech recognition
61562	machine learning
73874	object recognition
59744	data cleaning
16994	dictionaries
24239	sensor networks
2341	ontologies
4136	object detection
64955	geographic information systems
60448	cluster analysis
54852	computer vision
8947	principal component analysis
37059	data mining
43445	reinforcement learning
2752	data mining
27250	natural language processing
21563	multi-agent systems
17559	computer vision
23570	computer vision
14780	information retrieval
67101	information retrieval
60944	information retrieval
47753	tracking
47122	artificial intelligence
35305	genetic programming
74575	support vector machines
65098	gaussian processes
3635	image segmentation
23297	machine learning
47246	natural language processing
36601	sentiment analysis
14071	data mining
5576	natural language processing
59262	data mining
723	image segmentation
99	data mining
43765	machine learning
70990	multi-agent systems
73952	open source software
36902	object detection
63415	computer vision
32496	hyperspectral imaging
78410	information retrieval
12533	data centers
47258	object detection
18059	evolutionary robotics
24787	natural language processing
713	machine learning
17002	speech recognition
10962	data analytics
72910	anomaly detection
9734	genetic programming
70178	sensor networks
62301	object detection
33271	computer vision
44829	sensor networks
59753	data mining
63080	object recognition
73590	unsupervised learning
9484	image segmentation
74470	data mining
28047	data mining
50433	image segmentation
56925	ontologies
50171	information retrieval
27440	object recognition
81300	image segmentation
59451	hyperspectral imaging
4468	information retrieval
50575	data mining
65547	active vision
15278	multi-agent systems
71749	anomaly detection
35755	data mining
66839	evolvable hardware
30407	data mining
25797	genetic algorithms
72679	recommender system
41046	neural networks
52149	object detection
74482	machine learning
63735	sentiment analysis
47375	principal component analysis
17180	information retrieval
77184	data mining
76082	data mining
67325	recommender system
35188	computer vision
12897	ontologies
19606	hyperspectral imaging
535	image segmentation
69664	data mining
60586	3d imaging
14635	information retrieval
40416	recommender system
2851	information retrieval
64332	data mining
46681	computer vision
25961	information retrieval
592	personalization
80754	image segmentation
8232	open source software
15595	image segmentation
53805	data mining
73975	artificial intelligence
33797	genetic algorithms
45454	genetic algorithms
30226	object recognition
39757	data mining
66908	natural language processing
40351	data mining
79410	image segmentation
1749	object recognition
61403	image segmentation
67687	neural networks
2026	object detection
49795	information retrieval
79121	recommender system
45512	expert systems
31606	dictionaries
31665	machine learning
38691	machine learning
59971	information retrieval
30195	genetic algorithms
19445	image segmentation
11892	image segmentation
38343	data mining
902	anomaly detection
43148	machine translation
78456	support vector machines
73347	speech recognition
67811	question answering
76535	hyperspectral imaging
70385	data mining
52822	genetic algorithms
49508	reinforcement learning
5811	gaussian processes
15992	sensor networks
18892	gaussian processes
75126	natural language processing
23255	computer vision
12432	data mining
15487	computer vision
48565	data mining
18552	data mining
23828	data mining
30612	machine learning
31499	machine learning
3494	recommender system
74136	speech recognition
20399	support vector machines
36189	genetic programming
43834	image segmentation
19824	principal component analysis
81141	location based services
61477	object detection
38825	markov decision processes
46748	data mining
2791	data mining
56447	data mining
15055	personalization
49213	support vector machines
74115	natural language processing
39330	object detection
65829	information retrieval
10006	genetic algorithms
46406	support vector machines
29470	support vector machines
34203	machine learning
29912	camera calibration
47327	machine learning
74700	motion capture
8473	hyperspectral imaging
67831	markov decision processes
47022	ontologies
2417	reinforcement learning
2549	object detection
14656	mixture models
36819	clustering
17420	support vector machines
68667	machine learning
14963	data mining
21303	machine learning
67967	image segmentation
10644	description logics
66157	neural networks
80170	image segmentation
3022	image segmentation
36515	reconstruction
70675	data mining
20350	object recognition
32902	artificial life
10202	sentiment analysis
67375	artificial intelligence
4739	data mining
1155	probabilistic reasoning
48106	machine learning
37151	speech recognition
14743	genetic programming
54515	tracking
79927	natural language processing
24733	dictionaries
22975	image segmentation
13494	natural language processing
60889	genetic algorithms
44132	multi-agent systems
45330	video summarization
36457	anomaly detection
36522	data mining
55434	genetic algorithms
77356	personalization
3098	machine learning
19591	information retrieval
34893	image segmentation
15980	information retrieval
39336	neural networks
67914	data mining
30016	data mining
52591	data mining
66959	personalization
47831	computer vision
69132	natural language processing
66863	data mining
67614	speech recognition
47015	object recognition
36045	open source software
64565	personalization
72766	object detection
55068	genetic algorithms
64610	data cleaning
76472	ranking
56714	machine learning
70383	tracking
21740	data mining
5675	genetic algorithms
63170	hyperspectral imaging
78374	computational photography
71793	image segmentation
5731	object detection
32283	information extraction
80697	principal component analysis
66657	data mining
48734	reinforcement learning
21264	image segmentation
49658	data mining
66696	principal component analysis
79101	data mining
15858	support vector machines
51558	image segmentation
74747	machine learning
36979	question answering
60728	sensor networks
81209	data mining
7908	image segmentation
22398	data centers
42563	data mining
62920	reinforcement learning
22457	principal component analysis
34674	natural language processing
43726	natural language processing
46281	decision support systems
60382	data mining
45936	data mining
27426	information extraction
8064	collaborative filtering
31430	ontologies
24532	artificial intelligence
80459	information retrieval
33323	hyperspectral imaging
35298	natural language processing
41840	tracking
63970	data mining
12682	computer vision
15241	principal component analysis
2939	machine learning
76611	gaussian processes
20933	dictionaries
78105	image segmentation
26818	multi-agent systems
48379	cluster analysis
52931	machine learning
23431	data mining
69136	kernel methods
969	learning to rank
46511	image segmentation
39686	description logics
8327	collaborative filtering
65159	support vector machines
31713	image segmentation
50099	computer vision
34947	object recognition
75028	principal component analysis
13705	data mining
72428	recommender system
42382	anomaly detection
5118	latent dirichlet allocation
70470	gaussian processes
12434	camera calibration
292	support vector machines
8809	transfer learning
3367	data mining
38779	question answering
35511	support vector machines
55072	object detection
22668	multi-agent systems
61612	reinforcement learning
79509	computer vision
72458	reinforcement learning
73817	image segmentation
40796	machine learning
27344	tracking
39236	genetic algorithms
16226	image segmentation
57418	ontologies
7612	image segmentation
19698	multi-agent systems
39717	image segmentation
70963	object detection
60975	image segmentation
67695	data mining
2150	collaborative filtering
9222	data mining
44722	reinforcement learning
65993	data centers
77053	data mining
70370	machine learning
71915	principal component analysis
42956	principal component analysis
47577	motion capture
9376	machine learning
79019	object detection
21465	support vector machines
61924	image segmentation
32968	collaborative filtering
19015	computer vision
67032	computer vision
64556	anomaly detection
17372	ontologies
37578	biometrics
50369	object recognition
37237	object detection
28829	biometrics
78651	object detection
70507	speech recognition
42011	artificial intelligence
20332	recommender system
69512	support vector machines
5220	anomaly detection
19829	speech recognition
72783	genetic programming
5663	computer vision
27168	support vector machines
16798	clustering
30915	object detection
19576	computer vision
59937	artificial intelligence
60803	factor analysis
19370	mobile agents
14625	data centers
59755	computer vision
37521	geographic information systems
33860	machine learning
42483	computer vision
30452	data mining
74925	support vector machines
47220	decision support systems
79743	data mining
53468	geographic information systems
7783	support vector machines
45681	clustering
38635	support vector machines
15920	ontologies
59469	support vector machines
36282	computer vision
38339	object detection
16037	data mining
3199	object detection
51403	data mining
79539	genetic programming
53802	data mining
32773	information retrieval
82	object detection
2277	support vector machines
36508	decision support systems
48853	genetic algorithms
71902	natural language processing
2769	collaborative filtering
2110	data mining
9132	genetic algorithms
11337	speech recognition
55253	support vector machines
71545	object recognition
46013	data warehouses
62601	ontologies
19021	computer vision
75994	speech recognition
57258	geographic information systems
58608	object detection
4502	image segmentation
58668	computer vision
69050	information retrieval
38380	image segmentation
13432	image segmentation
31292	recommender system
33650	clustering
34764	machine learning
25804	image segmentation
2434	natural language processing
16137	computer vision
50872	recommender system
72455	data mining
20949	object detection
60065	information retrieval
74770	image segmentation
10464	latent dirichlet allocation
26644	object detection
27283	reinforcement learning
9	genetic algorithms
42630	support vector machines
25963	transfer learning
13589	genetic algorithms
74761	speech recognition
64707	tracking
36275	hyperspectral imaging
69635	ontologies
45912	clustering
13850	location based services
12986	transfer learning
52510	tracking
20901	data mining
48131	supervised learning
39388	geographic information systems
31762	data mining
45796	neural networks
63328	genetic algorithms
16410	machine learning
25266	computer vision
40612	unsupervised learning
25498	data mining
5042	image segmentation
64562	collaborative filtering
64174	lexical semantics
48877	intelligent agents
32559	support vector machines
61087	image segmentation
74378	information retrieval
11773	principal component analysis
26365	machine learning
80466	computer vision
28255	data mining
18948	data mining
19072	recommender system
810	computer vision
23357	machine learning
64372	genetic algorithms
67193	ontologies
8818	machine learning
44473	information retrieval
40973	natural language processing
11106	speech recognition
54334	recommender system
62538	information retrieval
19601	support vector machines
65198	computer vision
60926	data stream mining
21614	data mining
50462	support vector machines
18507	image segmentation
28606	image segmentation
15709	recommender system
50709	information retrieval
2784	biometrics
57815	support vector machines
65751	genetic algorithms
4851	data mining
41153	clustering
37263	clustering
54306	dictionaries
13408	matching
76675	transfer learning
10371	object recognition
75975	genetic algorithms
73761	machine learning
45799	data analytics
51311	data mining
72594	reinforcement learning
23176	information retrieval
63072	supervised learning
3239	image segmentation
78923	data centers
33186	data mining
6525	image segmentation
81088	object detection
38374	data mining
62111	computer vision
63230	image segmentation
12663	multi-agent systems
15409	support vector machines
36855	image segmentation
26568	genetic programming
48493	data mining
78524	information retrieval
54385	3d imaging
62192	machine learning
8463	image segmentation
36726	support vector machines
41213	genetic programming
72266	anomaly detection
4874	object detection
7217	speech recognition
53124	gaussian processes
24382	speech recognition
57352	machine learning
15167	computer vision
14244	information retrieval
208	genetic programming
75529	support vector machines
37207	data analytics
52845	sensor networks
80444	speech recognition
61927	recommender system
3941	machine learning
8082	image segmentation
33677	computer vision
69936	data mining
67838	image segmentation
37148	genetic algorithms
20842	data mining
48494	recommender system
69910	principal component analysis
30167	object recognition
79106	object recognition
44193	genetic algorithms
31671	data mining
40605	data mining
51497	reinforcement learning
55417	image segmentation
77471	machine learning
48154	hyperspectral imaging
66166	support vector machines
18163	gaussian processes
53771	natural language processing
9974	speech recognition
57912	sensor networks
35914	hyperspectral imaging
37158	speech recognition
65915	data mining
9410	principal component analysis
14926	data mining
70279	information retrieval
30092	statistical relational learning
57533	biometrics
48237	natural language processing
50641	machine learning
9659	multi-agent reinforcement learning
23948	collaborative filtering
79122	object detection
40721	support vector machines
57878	sentiment analysis
32765	multi-agent systems
50905	recommender system
73714	computer vision
55049	sentiment analysis
57814	topic modeling
50563	principal component analysis
62184	mobile agents
5384	principal component analysis
53811	image segmentation
47826	image segmentation
67492	transfer learning
43336	dictionaries
46316	multi-agent systems
55310	geographic information systems
2393	information extraction
47164	support vector machines
45706	genetic programming
61348	principal component analysis
20983	mixture models
79076	object detection
5137	data mining
75846	neural networks
29929	clustering
18238	image segmentation
45656	association rules
61003	support vector machines
19696	speech recognition
19494	support vector machines
45334	transfer learning
12855	geographic information systems
37660	machine learning
37781	motion capture
58921	image segmentation
1748	data mining
28785	statistical relational learning
41343	image segmentation
64276	machine learning
12200	object detection
812	speech recognition
58345	support vector machines
22178	image segmentation
32023	artificial life
7809	machine learning
42869	image segmentation
66383	anomaly detection
60437	markov decision processes
75695	object detection
20566	machine learning
20036	motion capture
24130	information extraction
71219	image segmentation
39905	image segmentation
7906	genetic programming
63220	reinforcement learning
48057	data mining
22274	motion capture
78910	natural language processing
72381	computer vision
42836	reinforcement learning
58848	data centers
22304	image segmentation
50799	data mining
45044	computer vision
50811	speech recognition
68506	machine learning
31751	camera calibration
33258	supervised learning
60761	information retrieval
4948	support vector machines
78673	information extraction
75594	genetic algorithms
9875	data centers
41951	image segmentation
79816	image segmentation
16991	clustering
28585	support vector machines
31875	clustering
55820	anomaly detection
12916	computer vision
71586	speech recognition
59292	natural language processing
9969	information extraction
34819	natural language processing
67598	data mining
63527	data mining
27634	artificial intelligence
22464	description logics
25748	information retrieval
62466	speech recognition
11946	image segmentation
64737	collaborative filtering
53907	genetic algorithms
22517	data mining
4967	data warehouses
2903	natural language processing
43849	hyperspectral imaging
63070	anomaly detection
73574	genetic programming
52626	information retrieval
52156	hyperspectral imaging
80182	machine learning
42960	data mining
15553	genetic algorithms
77375	sensor networks
79023	ontologies
28672	computer vision
16264	recommender system
41045	reinforcement learning
60102	sentiment analysis
13878	data mining
11565	support vector machines
1617	data mining
975	information retrieval
81247	data mining
52530	recommender system
31188	genetic programming
7176	computer vision
5291	machine learning
1151	speech recognition
42282	data mining
33490	computational photography
17678	hyperspectral imaging
4381	principal component analysis
3758	collaborative filtering
52756	information retrieval
80199	multi-agent systems
35531	support vector machines
10584	clustering
58131	multi-agent systems
78991	data mining
51551	image segmentation
27553	speech recognition
8185	multi-agent systems
63676	machine learning
74099	data mining
69446	tracking
44048	motion capture
19405	data mining
79777	canonical correlation analysis
4486	sensor networks
52265	factor analysis
24778	machine learning
57179	object detection
47537	natural language processing
36401	artificial intelligence
75677	computer vision
78724	dictionaries
26961	genetic algorithms
25662	machine learning
6230	reinforcement learning
46417	information retrieval
43708	genetic algorithms
74867	collaborative filtering
71332	expert systems
53005	machine translation
71675	anomaly detection
23936	support vector machines
76018	markov decision processes
8089	motion capture
51132	speech recognition
35980	object detection
41661	enterprise resource planning
36526	object recognition
58256	support vector machines
58485	multi-agent systems
73965	genetic algorithms
55323	speech recognition
63390	data mining
7132	speech recognition
45785	genetic algorithms
22241	data mining
37792	multi-agent systems
22508	information retrieval
45181	support vector machines
76856	object detection
4943	data centers
70103	computer vision
68363	computer vision
32693	retrieval effectiveness
63281	computer vision
17034	anomaly detection
49952	machine learning
16142	artificial life
4480	genetic programming
33968	object recognition
71063	image segmentation
3930	speech recognition
37115	reconstruction
11667	factor analysis
46388	anomaly detection
18348	tracking
58986	object detection
12520	object detection
11496	computer vision
22507	principal component analysis
41531	speech recognition
77178	genetic algorithms
8744	speech recognition
77945	object detection
14933	machine learning
76652	data mining
53112	machine learning
38359	recommender system
18372	biometrics
64564	ontologies
79645	machine learning
76713	data mining
10560	location based services
63673	multi-agent systems
42444	recommender system
30522	clustering
23093	support vector machines
10639	artificial intelligence
72712	sequential decision making
57728	collaborative filtering
69967	genetic algorithms
34931	object detection
432	natural language processing
12066	data mining
68810	decision support systems
71275	computer vision
32545	image segmentation
49406	data mining
75017	sentiment analysis
13749	image segmentation
51171	data warehouses
78007	machine translation
32092	data mining
18028	neural networks
40991	clustering
47872	image segmentation
28824	support vector machines
13535	image segmentation
6686	data mining
76510	image segmentation
61100	image segmentation
57801	support vector machines
57574	data mining
52514	geographic information systems
75700	clustering
77086	data centers
52490	collaborative filtering
55097	data mining
70139	natural language processing
22099	computer vision
66275	data mining
6838	anomaly detection
61750	supervised learning
43037	sentiment analysis
36574	clustering
70268	speech recognition
41280	clustering
52961	computer vision
9815	genetic programming
35439	image segmentation
35573	data mining
2025	object detection
26273	natural language processing
76188	object detection
66824	sentiment analysis
80850	image segmentation
74784	collaborative filtering
58805	sensor networks
19729	data mining
30255	object detection
38093	image segmentation
66955	machine learning
53556	computer vision
787	personalization
2858	speech recognition
3410	machine learning
6432	image segmentation
27367	image segmentation
46103	speech recognition
66731	clustering
16378	data mining
62580	recommender system
29587	location based services
54240	reinforcement learning
55615	reinforcement learning
36775	machine learning
40136	image segmentation
42460	object detection
6991	data mining
15616	multi-agent systems
1779	data mining
47707	tracking
25672	multi-agent systems
80067	neural networks
9773	natural language processing
12237	object detection
41117	reinforcement learning
57314	principal component analysis
7991	data centers
69846	object recognition
9342	data mining
58236	image segmentation
58479	genetic algorithms
27768	machine learning
25474	data mining
31570	artificial intelligence
16941	decision support systems
59436	geographic information systems
49769	object recognition
20980	principal component analysis
898	machine translation
51152	object detection
54215	data mining
41897	dictionaries
1472	computer vision
51018	geographic information systems
9453	machine learning
5335	machine learning
28907	image segmentation
21405	data mining
80902	data mining
35205	speech recognition
22431	image segmentation
80894	hyperspectral imaging
50122	data mining
19962	principal component analysis
68076	genetic algorithms
58713	matching
17729	collaborative filtering
37853	reinforcement learning
50244	evolutionary robotics
40524	object detection
40092	genetic algorithms
32819	data mining
26333	speech recognition
77005	principal component analysis
35262	data mining
3120	ontologies
5527	clustering
35938	object detection
19067	reinforcement learning
61385	data mining
67708	data mining
2347	sentiment analysis
29504	natural language processing
59284	genetic algorithms
37271	genetic algorithms
19629	image segmentation
22153	information retrieval
12507	anomaly detection
25500	multi-agent systems
33322	computer vision
44714	sentiment analysis
39692	data analytics
71247	anomaly detection
17224	neural networks
67384	reinforcement learning
48673	computer vision
58394	ontologies
20968	genetic programming
74254	reinforcement learning
32928	dictionaries
17088	computer vision
38808	hyperspectral imaging
78265	data mining
41074	data mining
72278	cluster analysis
1228	gaussian processes
49805	computer vision
22172	reinforcement learning
14262	object detection
14219	reinforcement learning
14341	sentiment analysis
14017	genetic algorithms
73066	gaussian processes
67650	multi-agent systems
44875	data mining
70327	image segmentation
10545	collaborative filtering
61020	computer vision
68813	sensor networks
65639	data centers
28039	gaussian processes
65347	natural language processing
79486	information retrieval
29801	intelligent agents
25822	multi-agent systems
41318	multi-agent systems
59899	speech recognition
45037	natural language processing
34964	unsupervised learning
26767	computer vision
9087	multi-agent systems
66776	computer vision
57696	image segmentation
24788	neural networks
53041	decision support systems
1348	multi-agent systems
54535	data mining
50954	object detection
5084	information extraction
59507	speech recognition
78329	object detection
5743	tracking
31578	information retrieval
23462	genetic algorithms
23401	information extraction
65058	data mining
65910	personalization
63181	reinforcement learning
63544	dictionaries
34859	image segmentation
75451	data mining
29746	machine translation
56565	information retrieval
51556	object recognition
32623	data mining
10996	data stream mining
45380	data mining
57797	support vector machines
8210	computer vision
10023	object detection
18209	computer vision
73822	image segmentation
51793	computer vision
28461	data warehouses
54846	anomaly detection
53580	sensor networks
56598	natural language processing
51747	support vector machines
17284	support vector machines
780	query suggestion
54388	recommender system
21154	neural networks
51752	recommender system
42245	image segmentation
43335	data mining
2244	information retrieval
59815	rule learning
5876	sensor networks
6269	biometrics
54588	collaborative filtering
22193	object detection
10164	artificial intelligence
1526	support vector machines
47631	data mining
74690	tracking
68362	object detection
76529	biometrics
46071	machine learning
31648	recommender system
65978	data mining
78558	biometrics
33688	computer vision
8837	neural networks
19299	computer vision
40205	computer vision
79888	natural language processing
59671	gaussian processes
66934	data mining
28024	data mining
23180	information retrieval
77318	genetic algorithms
78225	data mining
5801	computer vision
74500	support vector machines
45717	computer vision
79435	computer vision
26529	data mining
22906	image segmentation
41660	data mining
67288	hyperspectral imaging
27616	speech recognition
74587	tracking
20505	support vector machines
66844	object detection
18692	natural language processing
31211	association rules
61724	biometrics
46044	tracking
65446	object detection
33319	machine learning
78544	data mining
56346	information retrieval
77494	transfer learning
4258	machine learning
64783	support vector machines
10676	principal component analysis
7029	ontologies
64768	transfer learning
738	image segmentation
63406	speech recognition
13630	speech recognition
52277	image segmentation
64931	object recognition
77680	computer vision
50279	image segmentation
22030	data mining
12713	image segmentation
38414	natural language processing
68884	object recognition
55192	factor analysis
29337	canonical correlation analysis
2122	clustering
12377	decision support systems
7009	motion capture
56078	support vector machines
52087	genetic algorithms
73444	object detection
49865	data mining
58108	motion capture
21173	information retrieval
6539	machine learning
33771	dictionaries
21023	support vector machines
62857	clustering
16132	image segmentation
35195	data mining
22184	sensor networks
31492	machine learning
44528	computer vision
17554	factor analysis
54642	image segmentation
17527	matching
10097	biometrics
10086	object detection
13811	computer vision
50644	computer vision
48190	speech recognition
80077	unsupervised learning
